id,full_name,first_name_x,last_name_x,is_active,person_id,first_name_y,last_name_y,school,country,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_city,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,edad,años_jugando,undrafted
76192,Tom Boerwinkle,Tom,Boerwinkle,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
2586,Keith Bogans,Keith,Bogans,0,2586.0,Keith,Bogans,Kentucky,USA,6-5,215.0,11.0,4,Guard-Forward,Inactive,1610612753.0,Magic,Orlando,2003.0,2013.0,Y,Y,Y,2003,2,43,N,45.0,10.0,0
203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
202711,Bojan Bogdanovic,Bojan,Bogdanovic,1,202711.0,Bojan,Bogdanovic,Fenerbahce,Croatia,6-7,226.0,9.0,44,Forward,Active,1610612765.0,Pistons,Detroit,2014.0,2023.0,N,Y,Y,2011,2,31,N,36.0,9.0,0
177,Muggsy Bogues,Muggsy,Bogues,0,177.0,Muggsy,Bogues,Wake Forest,USA,,,14.0,,Guard,Inactive,0.0,,,1987.0,2000.0,N,Y,Y,1987,1,12,N,60.0,13.0,0
101106,Andrew Bogut,Andrew,Bogut,0,101106.0,Andrew,Bogut,Utah,Australia,7-0,260.0,15.0,12,Center,Inactive,1610612749.0,Bucks,Milwaukee,2005.0,2018.0,N,Y,Y,2005,1,1,N,40.0,13.0,0
1564,Etdrick Bohannon,Etdrick,Bohannon,0,1564.0,Etdrick,Bohannon,Auburn-Montgomery,USA,,,4.0,,Forward,Inactive,0.0,,,1997.0,2000.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,52.0,3.0,0
1629626,Bol Bol,Bol,Bol,1,1629626.0,Bol,Bol,Oregon,Sudan,7-2,220.0,4.0,10,Center-Forward,Active,1610612753.0,Magic,Orlando,2019.0,2023.0,Y,Y,Y,2019,2,44,N,25.0,4.0,0
76195,Manute Bol,Manute,Bol,0,76195.0,Manute,Bol,Bridgeport,USA,7-6,200.0,10.0,1,Center,Inactive,1610612764.0,Bullets,Washington,1985.0,1994.0,N,Y,Y,1985,2,31,N,63.0,9.0,0
1628413,Jonah Bolden,Jonah,Bolden,0,1628413.0,Jonah,Bolden,UCLA,Australia,6-8,225.0,2.0,,Forward,Inactive,0.0,,,2018.0,2019.0,Y,Y,Y,2017,2,36,N,29.0,1.0,0
1629716,Marques Bolden,Marques,Bolden,1,1629716.0,Marques,Bolden,Duke,USA,6-10,249.0,3.0,,Center,Inactive,0.0,,,2019.0,2020.0,Y,Y,Y,2019,,,N,27.0,1.0,0
76196,Bill Bolger,Bill,Bolger,0,76196.0,Bill,Bolger,Georgetown,USA,6-5,205.0,1.0,,Forward,Inactive,1610610024.0,Bullets,Baltimore,1953.0,1953.0,N,Y,Y,1953,,,N,94.0,0.0,0
1630195,Leandro Bolmaro,Leandro,Bolmaro,1,1630195.0,Leandro,Bolmaro,,Argentina,6-6,200.0,2.0,,Forward,Inactive,0.0,,,2021.0,2022.0,Y,Y,Y,2020,1,23,N,25.0,1.0,0
1627762,Joel Bolomboy,Joel,Bolomboy,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
76197,Doug Bolstorff,Doug,Bolstorff,0,76197.0,Doug,Bolstorff,Minnesota,USA,6-4,195.0,1.0,8,Guard,Inactive,1610612765.0,Pistons,Detroit,1957.0,1957.0,N,Y,Y,1957,8,57,N,94.0,0.0,0
76203,George H. Bon Salle,George H.,Bon Salle,0,76203.0,George H.,Bon Salle,Illinois,USA,6-8,220.0,1.0,33,Forward,Inactive,1610612764.0,Packers,Chicago,1961.0,1961.0,N,Y,Y,1957,1,7,N,90.0,0.0,0
76198,Phil Bond,Phil,Bond,0,76198.0,Phil,Bond,Louisville,USA,6-2,175.0,1.0,30,Guard,Inactive,1610612745.0,Rockets,Houston,1977.0,1977.0,N,Y,Y,1977,3,62,N,71.0,0.0,0
1603,Walter Bond,Walter,Bond,0,1603.0,Walter,Bond,Minnesota,USA,6-5,200.0,3.0,20,Guard,Inactive,1610612762.0,Jazz,Utah,1992.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,56.0,2.0,0
1629648,Jordan Bone,Jordan,Bone,0,1629648.0,Jordan,Bone,Tennessee,USA,6-2,180.0,2.0,,Guard,Inactive,0.0,,,2019.0,2020.0,Y,Y,Y,2019,2,57,N,27.0,1.0,0
1121,Dexter Boney,Dexter,Boney,0,1121.0,Dexter,Boney,UNLV,USA,6-4,185.0,1.0,,Guard,Inactive,0.0,,,1996.0,1996.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,55.0,0.0,0
1629067,Isaac Bonga,Isaac,Bonga,0,1629067.0,Isaac,Bonga,Skyliners Frankfurt,Germany,6-8,180.0,5.0,17,Guard,Inactive,1610612761.0,Raptors,Toronto,2018.0,2021.0,Y,Y,Y,2018,2,39,N,25.0,3.0,0
76201,Ron Bonham,Ron,Bonham,0,76201.0,Ron,Bonham,Cincinnati,USA,6-4,192.0,2.0,21,Forward,Inactive,1610612738.0,Celtics,Boston,1964.0,1965.0,N,Y,Y,1964,2,16,N,83.0,1.0,0
41,Anthony Bonner,Anthony,Bonner,0,41.0,Anthony,Bonner,St. Louis,USA,6-8,230.0,7.0,33,Forward,Inactive,1610612758.0,Kings,Sacramento,1990.0,2002.0,N,Y,Y,1990,1,23,N,57.0,12.0,0
2588,Matt Bonner,Matt,Bonner,0,2588.0,Matt,Bonner,Florida,USA,6-10,235.0,13.0,15,Center-Forward,Inactive,1610612759.0,Spurs,San Antonio,2004.0,2015.0,N,Y,Y,2003,2,45,N,45.0,11.0,0
1626164,Devin Booker,Devin,Booker,1,1626164.0,Devin,Booker,Kentucky,USA,6-5,206.0,8.0,1,Guard,Active,1610612756.0,Suns,Phoenix,2015.0,2023.0,N,Y,Y,2015,1,13,N,28.0,8.0,0
511,Melvin Booker,Melvin,Booker,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
202344,Trevor Booker,Trevor,Booker,0,202344.0,Trevor,Booker,Clemson,USA,6-8,228.0,8.0,20,Forward,Inactive,1610612764.0,Wizards,Washington,2010.0,2017.0,N,Y,Y,2010,1,23,N,37.0,7.0,0
200767,Josh Boone,Josh,Boone,0,200767.0,Josh,Boone,Connecticut,USA,6-10,240.0,5.0,2,Forward-Center,Inactive,1610612751.0,Nets,New Jersey,2006.0,2009.0,Y,Y,Y,2006,1,23,N,40.0,3.0,0
76204,Ron Boone,Ron,Boone,0,76204.0,Ron,Boone,Idaho State,USA,6-2,200.0,5.0,24,Guard,Inactive,1610612758.0,Kings,Kansas City,1976.0,1980.0,N,Y,Y,1968,11,147,N,79.0,4.0,0
1916,Calvin Booth,Calvin,Booth,0,1916.0,Calvin,Booth,Penn State,USA,6-11,230.0,11.0,52,Center,Inactive,1610612760.0,SuperSonics,Seattle,1999.0,2008.0,N,Y,Y,1999,2,35,N,49.0,9.0,0
1522,Keith Booth,Keith,Booth,0,1522.0,Keith,Booth,Maryland,USA,6-6,226.0,2.0,22,Forward,Inactive,1610612741.0,Bulls,Chicago,1997.0,1998.0,N,Y,Y,1997,1,28,N,51.0,1.0,0
76206,Bob Boozer,Bob,Boozer,0,76206.0,Bob,Boozer,Kansas State,USA,6-8,215.0,11.0,20,Forward,Inactive,1610612758.0,Royals,Cincinnati,1960.0,1970.0,N,Y,Y,1959,1,1,N,88.0,10.0,0
2430,Carlos Boozer,Carlos,Boozer,0,2430.0,Carlos,Boozer,Duke,USA,6-9,258.0,13.0,5,Forward,Inactive,1610612762.0,Jazz,Utah,2002.0,2014.0,N,Y,Y,2002,2,34,N,43.0,12.0,0
2414,Curtis Borchardt,Curtis,Borchardt,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
76207,Jake Bornheimer,Jake,Bornheimer,0,76207.0,Jake,Bornheimer,Muhlenberg,USA,6-5,200.0,2.0,15,Forward,Inactive,1610612744.0,Warriors,Philadelphia,1948.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,98.0,1.0,0
1953,Lazaro Borrell,Lazaro,Borrell,0,1953.0,Lazaro,Borrell,Villa Clara,Cuba,6-8,220.0,1.0,11,Forward,Inactive,1610612760.0,SuperSonics,Seattle,1999.0,1999.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,53.0,0.0,0
76209,Costic Borsavage,Costic,Borsavage,0,76209.0,Costic,Borsavage,Temple,USA,6-8,220.0,1.0,19,Center,Inactive,1610612744.0,Warriors,Philadelphia,1950.0,1950.0,N,Y,Y,1950,5,,N,101.0,0.0,0
76210,Vince Boryla,Vince,Boryla,0,76210.0,Vince,Boryla,Denver,USA,6-5,210.0,5.0,12,Forward,Inactive,1610612752.0,Knicks,New York,1949.0,1953.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,98.0,4.0,0
2547,Chris Bosh,Chris,Bosh,0,2547.0,Chris,Bosh,Georgia Tech,USA,6-11,235.0,14.0,1,Forward,Inactive,1610612748.0,Heat,Miami,2003.0,2016.0,N,Y,Y,2003,1,4,N,41.0,13.0,0
76211,Jim Bostic,Jim,Bostic,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
1630527,Brandon Boston,Brandon,Boston,1,1630527.0,Brandon,Boston Jr.,Kentucky,USA,6-6,188.0,2.0,4,Guard,Active,1610612746.0,Clippers,LA,2021.0,2023.0,Y,Y,Y,2021,2,51,N,23.0,2.0,0
76212,Lawrence Boston,Lawrence,Boston,0,76212.0,Lawrence,Boston,Maryland,USA,6-8,225.0,1.0,4,Forward,Inactive,1610612764.0,Bullets,Washington,1979.0,1979.0,N,Y,Y,1978,4,81,N,69.0,0.0,0
76213,Tom Boswell,Tom,Boswell,0,76213.0,Tom,Boswell,South Carolina,USA,6-8,220.0,6.0,33,Forward,Inactive,1610612738.0,Celtics,Boston,1975.0,1983.0,N,Y,Y,1975,1,17,N,72.0,8.0,0
1628449,Chris Boucher,Chris,Boucher,1,1628449.0,Chris,Boucher,Oregon,Saint Lucia,6-9,200.0,6.0,25,Forward-Center,Active,1610612761.0,Raptors,Toronto,2017.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,32.0,6.0,0
1630547,James Bouknight,James,Bouknight,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,0,2257.0,Ruben,Boumtje-Boumtje,Georgetown,USA,7-0,257.0,4.0,44,Center,Inactive,1610612757.0,Trail Blazers,Portland,2001.0,2003.0,Y,Y,Y,2001,2,49,N,47.0,2.0,0
1631123,Jamaree Bouyea,Jamaree,Bouyea,1,1631123.0,Jamaree,Bouyea,San Francisco,USA,6-2,180.0,1.0,11,Guard,Active,1610612748.0,Heat,Miami,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,26.0,1.0,0
76214,Don Boven,Don,Boven,0,76214.0,Don,Boven,Western Michigan,USA,6-4,210.0,3.0,13,Forward,Inactive,1610612765.0,Pistons,Ft. Wayne Zollner,1949.0,1952.0,N,Y,Y,1949,6,,N,100.0,3.0,0
1898,Cal Bowdler,Cal,Bowdler,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
1477,Bruce Bowen,Bruce,Bowen,0,1477.0,Bruce,Bowen,California State-Fullerton,USA,6-7,200.0,14.0,12,Forward,Inactive,1610612759.0,Spurs,San Antonio,1996.0,2008.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,54.0,12.0,0
1763,Ryan Bowen,Ryan,Bowen,0,1763.0,Ryan,Bowen,Iowa,USA,6-9,218.0,10.0,,Forward,Inactive,0.0,,,1999.0,2009.0,N,Y,Y,1998,2,55,N,49.0,10.0,0
1628968,Brian Bowen II,Brian,Bowen II,0,1628968.0,Brian,Bowen II,,USA,6-6,190.0,3.0,,Forward-Guard,Inactive,0.0,,,2019.0,2020.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,27.0,1.0,0
194,Anthony Bowie,Anthony,Bowie,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
76217,Sam Bowie,Sam,Bowie,0,76217.0,Sam,Bowie,Kentucky,USA,7-1,235.0,10.0,31,Center,Inactive,1610612751.0,Nets,New Jersey,1984.0,1994.0,N,Y,Y,1984,1,2,N,64.0,10.0,0
1085,Ira Bowman,Ira,Bowman,0,1085.0,Ira,Bowman,Pennsylvania,USA,,,3.0,,Forward,Inactive,0.0,,,1999.0,2001.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,52.0,2.0,0
1629065,Ky Bowman,Ky,Bowman,0,1629065.0,Ky,Bowman,Boston College,USA,6-1,187.0,2.0,12,Guard,Inactive,1610612744.0,Warriors,Golden State,2019.0,2019.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,28.0,0.0,0
76219,Nate Bowman,Nate,Bowman,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
671,Donnie Boyce,Donnie,Boyce,0,671.0,Donnie,Boyce,Colorado,USA,6-5,196.0,2.0,,Guard,Inactive,0.0,,,1995.0,1996.0,N,Y,Y,1995,2,42,N,52.0,1.0,0
76221,Dennis Boyd,Dennis,Boyd,0,76221.0,Dennis,Boyd,Detroit,USA,6-1,175.0,1.0,11,Guard,Inactive,1610612765.0,Pistons,Detroit,1978.0,1978.0,N,Y,Y,1977,4,72,N,71.0,0.0,0
76222,Fred Boyd,Fred,Boyd,0,76222.0,Fred,Boyd,Oregon State,USA,6-2,180.0,6.0,4,Guard,Inactive,1610612755.0,76ers,Philadelphia,1972.0,1977.0,N,Y,Y,1972,1,5,N,75.0,5.0,0
76223,Ken Boyd,Ken,Boyd,0,76223.0,Ken,Boyd,Boston University,USA,6-5,195.0,1.0,33,Forward,Inactive,1610612762.0,Jazz,New Orleans,1974.0,1974.0,N,Y,Y,1974,9,154,N,73.0,0.0,0
1863,Earl Boykins,Earl,Boykins,0,1863.0,Earl,Boykins,Eastern Michigan,USA,5-5,133.0,14.0,6,Guard,Inactive,1610612743.0,Nuggets,Denver,1998.0,2011.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,49.0,13.0,0
76224,Harry Boykoff,Harry,Boykoff,0,76224.0,Harry,Boykoff,St. John's (NY),USA,6-9,225.0,2.0,16,Center,Inactive,1610610037.0,Hawks,Waterloo,1949.0,1950.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,103.0,1.0,0
76225,Winford Boynes,Winford,Boynes,0,76225.0,Winford,Boynes,San Francisco,USA,6-6,185.0,3.0,6,Guard,Inactive,1610612751.0,Nets,New Jersey,1978.0,1980.0,N,Y,Y,1978,1,13,N,68.0,2.0,0
200841,Cedric Bozeman,Cedric,Bozeman,0,200841.0,Cedric,Bozeman,UCLA,USA,6-6,207.0,1.0,,Guard,Inactive,0.0,,,2006.0,2006.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,42.0,0.0,0
76226,Steve Bracey,Steve,Bracey,0,76226.0,Steve,Bracey,Tulsa,USA,6-1,175.0,3.0,22,Guard,Inactive,1610612737.0,Hawks,Atlanta,1972.0,1974.0,N,Y,Y,1972,2,21,N,75.0,2.0,0
202342,Craig Brackins,Craig,Brackins,0,202342.0,Craig,Brackins,Iowa State,USA,6-10,230.0,3.0,33,Forward,Inactive,1610612755.0,76ers,Philadelphia,2010.0,2011.0,Y,Y,Y,2010,1,21,N,38.0,1.0,0
76227,Gary Bradds,Gary,Bradds,0,76227.0,Gary,Bradds,Ohio State,USA,6-8,210.0,2.0,33,Forward,Inactive,1610612764.0,Bullets,Baltimore,1964.0,1965.0,N,Y,Y,1964,1,3,N,83.0,1.0,0
76228,Alex Bradley,Alex,Bradley,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
76229,Alonzo Bradley,Alonzo,Bradley,0,76229.0,Alonzo,Bradley,Texas Southern,USA,6-6,190.0,3.0,22,Forward,Inactive,1610612745.0,Rockets,Houston,1977.0,1979.0,N,Y,Y,1977,2,29,N,72.0,2.0,0
202340,Avery Bradley,Avery,Bradley,0,202340.0,Avery,Bradley,University of Texas at Austin,USA,6-3,180.0,13.0,20,Guard,Inactive,1610612747.0,Lakers,Los Angeles,2010.0,2021.0,Y,Y,Y,2010,1,19,N,34.0,11.0,0
76233,Bill Bradley,Bill,Bradley,0,76233.0,Bill,Bradley,Princeton,USA,6-5,205.0,10.0,24,Forward,Inactive,1610612752.0,Knicks,New York,1967.0,1976.0,N,Y,Y,1965,,,N,82.0,9.0,0
76230,Charles Bradley,Charles,Bradley,0,76230.0,Charles,Bradley,Wyoming,USA,6-5,215.0,3.0,30,Guard,Inactive,1610612738.0,Celtics,Boston,1981.0,1983.0,N,Y,Y,1981,1,23,N,66.0,2.0,0
76231,Dudley Bradley,Dudley,Bradley,0,76231.0,Dudley,Bradley,North Carolina,USA,6-6,195.0,9.0,22,Guard,Inactive,1610612754.0,Pacers,Indiana,1979.0,1988.0,N,Y,Y,1979,1,13,N,68.0,9.0,0
76232,Joe Bradley,Joe,Bradley,0,76232.0,Joe,Bradley,Oklahoma State,USA,6-3,175.0,1.0,,Guard,Inactive,1610610025.0,Stags,Chicago,1949.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,97.0,0.0,0
2214,Michael Bradley,Michael,Bradley,0,2214.0,Michael,Bradley,Villanova,USA,6-10,245.0,5.0,5,Forward,Inactive,1610612761.0,Raptors,Toronto,2001.0,2005.0,N,Y,Y,2001,1,17,N,46.0,4.0,0
762,Shawn Bradley,Shawn,Bradley,0,762.0,Shawn,Bradley,Brigham Young,USA,7-6,275.0,13.0,44,Center,Inactive,1610612742.0,Mavericks,Dallas,1993.0,2004.0,N,Y,Y,1993,1,2,N,53.0,11.0,0
1628396,Tony Bradley,Tony,Bradley,1,1628396.0,Tony,Bradley,North Carolina,USA,6-11,248.0,6.0,,Center-Forward,Inactive,0.0,,,2017.0,2022.0,Y,Y,Y,2017,1,28,N,27.0,5.0,0
1361,Mark Bradtke,Mark,Bradtke,0,1361.0,Mark,Bradtke,Melbourne,Australia,6-10,265.0,1.0,50,Center,Inactive,1610612755.0,76ers,Philadelphia,1996.0,1996.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,57.0,0.0,0
66,Marques Bragg,Marques,Bragg,0,66.0,Marques,Bragg,Providence,USA,6-8,230.0,1.0,33,Forward,Inactive,1610612750.0,Timberwolves,Minnesota,1995.0,1995.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,55.0,0.0,0
1765,Torraye Braggs,Torraye,Braggs,0,1765.0,Torraye,Braggs,Xavier,USA,6-8,245.0,3.0,32,Forward,Inactive,1610612745.0,Rockets,Houston,2003.0,2004.0,Y,Y,Y,1998,2,57,N,49.0,1.0,0
1920,A.J. Bramlett,A.J.,Bramlett,0,1920.0,A.J.,Bramlett,Arizona,USA,6-10,227.0,1.0,,Center,Inactive,0.0,,,1999.0,1999.0,N,Y,Y,1999,2,39,N,48.0,0.0,0
76237,Adrian Branch,Adrian,Branch,0,76237.0,Adrian,Branch,Maryland,USA,6-7,185.0,4.0,1,Forward,Inactive,1610612757.0,Trail Blazers,Portland,1986.0,1989.0,N,Y,Y,1985,2,46,N,61.0,3.0,0
1882,Elton Brand,Elton,Brand,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
210,Terrell Brandon,Terrell,Brandon,0,210.0,Terrell,Brandon,Oregon,USA,5-11,173.0,12.0,7,Guard,Inactive,1610612739.0,Cavaliers,Cleveland,1991.0,2002.0,N,Y,Y,1991,1,11,N,55.0,11.0,0
1631103,Malaki Branham,Malaki,Branham,1,1631103.0,Malaki,Branham,Ohio State,USA,6-4,180.0,1.0,22,Forward,Active,1610612759.0,Spurs,San Antonio,2022.0,2023.0,Y,Y,Y,2022,1,20,N,22.0,1.0,0
76238,Bob Brannum,Bob,Brannum,0,76238.0,Bob,Brannum,Michigan State,USA,6-6,215.0,5.0,18,Forward,Inactive,1610612738.0,Celtics,Boston,1949.0,1954.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,100.0,5.0,0
76239,Brad Branson,Brad,Branson,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
76240,Jesse Branson,Jesse,Branson,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
1629714,Jarrell Brantley,Jarrell,Brantley,0,1629714.0,Jarrell,Brantley,College of Charleston,USA,6-5,250.0,3.0,,Forward,Inactive,0.0,,,2019.0,2022.0,Y,Y,Y,2019,2,50,N,29.0,3.0,0
76241,Jim Brasco,Jim,Brasco,0,76241.0,Jim,Brasco,New York University,USA,6-1,170.0,1.0,15,Guard,Inactive,1610612737.0,Hawks,Milwaukee,1952.0,1952.0,N,Y,Y,1952,,,N,94.0,0.0,0
76242,Mike Bratz,Mike,Bratz,0,76242.0,Mike,Bratz,Stanford,USA,6-2,185.0,9.0,10,Guard,Inactive,1610612756.0,Suns,Phoenix,1977.0,1985.0,N,Y,Y,1977,3,66,N,70.0,8.0,0
76243,Carl Braun,Carl,Braun,0,76243.0,Carl,Braun,Colgate,USA,6-5,180.0,13.0,4,Guard,Inactive,1610612752.0,Knicks,New York,1947.0,1961.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,98.0,14.0,0
1631128,Christian Braun,Christian,Braun,1,1631128.0,Christian,Braun,Kansas,USA,6-6,220.0,1.0,0,Guard,Active,1610612743.0,Nuggets,Denver,2022.0,2023.0,N,Y,Y,2022,1,21,N,24.0,1.0,0
1629649,Ignas Brazdeikis,Ignas,Brazdeikis,0,1629649.0,Ignas,Brazdeikis,Michigan,Canada,6-6,221.0,4.0,17,Forward,Inactive,1610612753.0,Magic,Orlando,2019.0,2021.0,Y,Y,Y,2019,2,47,N,26.0,2.0,0
160,Tim Breaux,Tim,Breaux,0,160.0,Tim,Breaux,Wyoming,USA,6-7,215.0,3.0,,Forward,Inactive,0.0,,,1994.0,1997.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,55.0,3.0,0
2452,J.R. Bremer,J.R.,Bremer,0,2452.0,J.R.,Bremer,St. Bonaventure,USA,6-2,185.0,3.0,9,Guard,Inactive,1610612738.0,Celtics,Boston,2002.0,2003.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,45.0,1.0,0
76245,Pete Brennan,Pete,Brennan,0,76245.0,Pete,Brennan,North Carolina,USA,6-6,205.0,1.0,15-16,Forward,Inactive,1610612752.0,Knicks,New York,1958.0,1958.0,N,Y,Y,1958,1,4,N,89.0,0.0,0
76246,Tom Brennan,Tom,Brennan,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
76247,Randy Breuer,Randy,Breuer,0,76247.0,Randy,Breuer,Minnesota,USA,7-3,230.0,11.0,45,Center,Inactive,1610612749.0,Bucks,Milwaukee,1983.0,1993.0,N,Y,Y,1983,1,18,N,65.0,10.0,0
201147,Corey Brewer,Corey,Brewer,0,201147.0,Corey,Brewer,Florida,USA,6-9,188.0,14.0,13,Guard-Forward,Inactive,1610612750.0,Timberwolves,Minnesota,2007.0,2019.0,N,Y,Y,2007,1,7,N,39.0,12.0,0
2249,Jamison Brewer,Jamison,Brewer,0,2249.0,Jamison,Brewer,Auburn,USA,6-4,195.0,4.0,,Guard,Inactive,0.0,,,2001.0,2004.0,Y,Y,Y,2001,2,40,N,44.0,3.0,0
76248,Jim Brewer,Jim,Brewer,0,76248.0,Jim,Brewer,Minnesota,USA,6-9,210.0,9.0,8,Forward,Inactive,1610612739.0,Cavaliers,Cleveland,1973.0,1981.0,N,Y,Y,1973,1,2,N,73.0,8.0,0
76249,Ron Brewer,Ron,Brewer,0,76249.0,Ron,Brewer,Arkansas,USA,6-4,180.0,8.0,10,Guard,Inactive,1610612757.0,Trail Blazers,Portland,1978.0,1985.0,N,Y,Y,1978,1,7,N,70.0,7.0,0
200758,Ronnie Brewer,Ronnie,Brewer,0,200758.0,Ronnie,Brewer,Arkansas,USA,6-7,235.0,8.0,11,Forward,Inactive,1610612762.0,Jazz,Utah,2006.0,2013.0,Y,Y,Y,2006,1,14,N,40.0,7.0,0
2056,Primoz Brezec,Primoz,Brezec,0,2056.0,Primoz,Brezec,Union Olimpija,Slovenia,7-1,255.0,9.0,9,Center,Inactive,1610612766.0,Bobcats,Charlotte,2001.0,2009.0,N,Y,Y,2000,1,27,N,46.0,8.0,0
76250,Frank Brian,Frank,Brian,0,76250.0,Frank,Brian,Louisiana State,USA,6-1,180.0,7.0,7,Guard,Inactive,1610612765.0,Pistons,Ft. Wayne Zollner,1949.0,1955.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,102.0,6.0,0
783,Frank Brickowski,Frank,Brickowski,0,783.0,Frank,Brickowski,Penn State,USA,6-9,240.0,12.0,,Forward,Inactive,0.0,,,1984.0,1996.0,N,Y,Y,1981,3,57,N,66.0,12.0,0
76252,Junior Bridgeman,Junior,Bridgeman,0,76252.0,Junior,Bridgeman,Louisville,USA,6-5,210.0,12.0,2,Forward,Inactive,1610612749.0,Bucks,Milwaukee,1975.0,1986.0,N,Y,Y,1975,1,8,N,72.0,11.0,0
76253,Bill Bridges,Bill,Bridges,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
1628969,Mikal Bridges,Mikal,Bridges,1,1628969.0,Mikal,Bridges,Villanova,USA,6-6,209.0,5.0,1,Guard-Forward,Active,1610612751.0,Nets,Brooklyn,2018.0,2023.0,N,Y,Y,2018,1,10,N,29.0,5.0,0
1628970,Miles Bridges,Miles,Bridges,0,1628970.0,Miles,Bridges,Michigan State,USA,6-7,225.0,4.0,0,Forward,Active,1610612766.0,Hornets,Charlotte,2018.0,2023.0,N,Y,Y,2018,1,12,N,27.0,5.0,0
76254,Al Brightman,Al,Brightman,0,76254.0,Al,Brightman,University of Charleston,USA,6-2,195.0,1.0,8-16,Forward,Inactive,1610612738.0,Celtics,Boston,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,102.0,0.0,0
1628578,Amida Brimah,Amida,Brimah,0,1628578.0,Amida,Brimah,Connecticut,USA,6-10,230.0,2.0,37,Center,Inactive,1610612754.0,Pacers,Indiana,2020.0,2020.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,31.0,0.0,0
76255,Audley Brindley,Audley,Brindley,0,76255.0,Audley,Brindley,Dartmouth,USA,6-4,175.0,1.0,12-15,Forward,Inactive,1610612752.0,Knicks,New York,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,101.0,0.0,0
1628515,Isaiah Briscoe,Isaiah,Briscoe,0,1628515.0,Isaiah,Briscoe,Kentucky,USA,6-3,215.0,1.0,,Guard,Inactive,0.0,,,2018.0,2018.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,29.0,0.0,0
76256,John Brisker,John,Brisker,0,76256.0,John,Brisker,Toledo,USA,6-5,210.0,3.0,40,Forward,Inactive,1610612760.0,SuperSonics,Seattle,1972.0,1974.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,78.0,2.0,0
1629052,Oshae Brissett,Oshae,Brissett,1,1629052.0,Oshae,Brissett,Syracuse,Canada,6-7,210.0,4.0,12,Forward-Guard,Active,1610612754.0,Pacers,Indiana,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,27.0,4.0,0
76257,Allan Bristow,Allan,Bristow,0,76257.0,Allan,Bristow,Virginia Tech,USA,6-7,210.0,9.0,23,Forward,Inactive,1610612759.0,Spurs,San Antonio,1973.0,1982.0,N,Y,Y,1973,2,21,N,74.0,9.0,0
