id,full_name,first_name_x,last_name_x,is_active,person_id,first_name_y,last_name_y,school,country,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_city,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,edad,años_jugando,undrafted
76012,Don Adams,Don,Adams,0,76012.0,Don,Adams,Northwestern,USA,6-7,210.0,7.0,10,Forward,Inactive,1610612765.0,Pistons,Detroit,1970.0,1976.0,N,Y,Y,1970,8,120,N,77.0,6.0,0
200801,Hassan Adams,Hassan,Adams,0,200801.0,Hassan,Adams,Arizona,USA,6-4,220.0,2.0,,Forward,Inactive,0.0,,,2006.0,2008.0,N,Y,Y,2006,2,54,N,41.0,2.0,0
1629121,Jaylen Adams,Jaylen,Adams,0,1629121.0,Jaylen,Adams,St. Bonaventure,USA,6-0,225.0,3.0,,Guard,Inactive,0.0,,,2018.0,2020.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,29.0,2.0,0
203919,Jordan Adams,Jordan,Adams,0,203919.0,Jordan,Adams,UCLA,USA,6-5,209.0,3.0,3,Guard,Inactive,1610612763.0,Grizzlies,Memphis,2014.0,2015.0,Y,Y,Y,2014,1,22,N,31.0,1.0,0
149,Michael Adams,Michael,Adams,0,149.0,Michael,Adams,Boston College,USA,5-10,165.0,11.0,23,Guard,Inactive,1610612743.0,Nuggets,Denver,1985.0,1995.0,N,Y,Y,1985,3,66,N,62.0,10.0,0
203500,Steven Adams,Steven,Adams,1,203500.0,Steven,Adams,Pittsburgh,New Zealand,6-11,265.0,10.0,4,Center,Active,1610612763.0,Grizzlies,Memphis,2013.0,2023.0,N,Y,Y,2013,1,12,N,32.0,10.0,0
912,Rafael Addison,Rafael,Addison,0,912.0,Rafael,Addison,Syracuse,USA,6-8,241.0,6.0,7,Forward,Inactive,1610612751.0,Nets,New Jersey,1986.0,1996.0,N,Y,Y,1986,2,39,N,61.0,10.0,0
1628389,Bam Adebayo,Bam,Adebayo,1,1628389.0,Bam,Adebayo,Kentucky,USA,6-9,255.0,6.0,13,Center-Forward,Active,1610612748.0,Heat,Miami,2017.0,2023.0,N,Y,Y,2017,1,14,N,28.0,6.0,0
1629061,Deng Adel,Deng,Adel,0,1629061.0,Deng,Adel,Louisville,South Sudan,6-7,200.0,2.0,32,Forward,Inactive,1610612739.0,Cavaliers,Cleveland,2018.0,2018.0,Y,Y,Y,2018,,,N,28.0,0.0,0
76015,Rick Adelman,Rick,Adelman,0,76015.0,Rick,Adelman,Loyola-Marymount,USA,6-2,175.0,7.0,5,Guard,Inactive,1610612757.0,Trail Blazers,Portland,1968.0,1974.0,N,Y,Y,1968,7,79,N,79.0,6.0,0
202399,Jeff Adrien,Jeff,Adrien,0,202399.0,Jeff,Adrien,Connecticut,USA,,,6.0,,,Inactive,0.0,,,2010.0,2014.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,39.0,4.0,0
201167,Arron Afflalo,Arron,Afflalo,0,201167.0,Arron,Afflalo,UCLA,USA,6-5,210.0,12.0,4,Guard,Inactive,1610612743.0,Nuggets,Denver,2007.0,2017.0,N,Y,Y,2007,1,27,N,40.0,10.0,0
1630534,Ochai Agbaji,Ochai,Agbaji,1,1630534.0,Ochai,Agbaji,Kansas,USA,6-5,215.0,1.0,30,Guard,Active,1610612762.0,Jazz,Utah,2022.0,2023.0,Y,Y,Y,2022,1,14,N,25.0,1.0,0
200772,Maurice Ager,Maurice,Ager,0,200772.0,Maurice,Ager,Michigan State,USA,6-5,202.0,4.0,,Forward-Guard,Inactive,0.0,,,2006.0,2010.0,Y,Y,Y,2006,1,28,N,41.0,4.0,0
76016,Mark Aguirre,Mark,Aguirre,0,76016.0,Mark,Aguirre,DePaul,USA,6-6,232.0,13.0,7,Forward,Inactive,1610612742.0,Mavericks,Dallas,1981.0,1993.0,N,Y,Y,1981,1,1,N,65.0,12.0,0
201336,Blake Ahearn,Blake,Ahearn,0,201336.0,Blake,Ahearn,Missouri State,USA,6-2,190.0,4.0,2,Guard,Inactive,1610612748.0,Heat,Miami,2007.0,2011.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,41.0,4.0,0
76017,Danny Ainge,Danny,Ainge,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
201582,Alexis Ajinca,Alexis,Ajinca,0,201582.0,Alexis,Ajinca,Hyeres-Toulon,France,7-2,248.0,8.0,42,Center,Inactive,1610612740.0,Pelicans,New Orleans,2008.0,2017.0,Y,Y,Y,2008,1,20,N,37.0,9.0,0
76018,Henry Akin,Henry,Akin,0,76018.0,Henry,Akin,Morehead State,USA,6-10,225.0,2.0,10,Center,Inactive,1610612752.0,Knicks,New York,1966.0,1967.0,N,Y,Y,1966,2,11,N,81.0,1.0,0
203006,Josh Akognon,Josh,Akognon,0,203006.0,Josh,Akognon,California State-Fullerton,USA,5-11,185.0,2.0,10,Guard,Inactive,1610612742.0,Mavericks,Dallas,2012.0,2012.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,39.0,0.0,0
1629152,DeVaughn Akoon-Purcell,DeVaughn,Akoon-Purcell,0,1629152.0,DeVaughn,Akoon-Purcell,Illinois State,Trinidad and Tobago,6-6,200.0,2.0,,Guard-Forward,Inactive,0.0,,,2018.0,2018.0,Y,Y,Y,2016,,,N,32.0,0.0,0
