game_id,league_id,lead_changes,times_tied,team_id,team_abbreviation,team_city,pts_paint,pts_2nd_chance,pts_fb,largest_lead,team_turnovers,total_turnovers,team_rebounds,pts_off_to,venue
29600012,0,4,1,1610612756,PHX,Phoenix,44,18,2,1,0.0,12.0,11.0,,home
29600005,0,0,0,1610612737,ATL,Atlanta,32,9,6,0,1.0,24.0,7.0,,home
29600002,0,1,1,1610612739,CLE,Cleveland,36,14,6,20,0.0,15.0,5.0,,home
29600007,0,7,4,1610612754,IND,Indiana,34,11,4,10,0.0,18.0,8.0,,home
29600013,0,5,4,1610612746,LAC,Los Angeles,40,19,2,12,0.0,20.0,7.0,,home
29600009,0,8,3,1610612745,HOU,Houston,44,16,20,25,2.0,23.0,14.0,,home
29600014,0,3,3,1610612757,POR,Portland,62,24,19,35,0.0,17.0,11.0,,home
29600001,0,8,5,1610612738,BOS,Boston,48,18,15,16,0.0,18.0,11.0,,home
29600006,0,16,7,1610612761,TOR,Toronto,28,11,14,7,0.0,24.0,12.0,,home
29600003,0,4,5,1610612749,MIL,Milwaukee,46,27,9,14,1.0,15.0,14.0,,home
29600008,0,5,4,1610612759,SAS,San Antonio,28,2,15,5,1.0,18.0,8.0,,home
29600011,0,10,8,1610612762,UTA,Utah,32,16,13,11,0.0,9.0,8.0,,home
29600004,0,4,6,1610612764,WAS,Washington,48,9,20,5,0.0,16.0,13.0,,home
29600018,0,5,6,1610612748,MIA,Miami,32,13,15,12,0.0,19.0,15.0,,home
29600023,0,6,4,1610612746,LAC,Los Angeles,32,16,16,5,1.0,12.0,16.0,,home
29600017,0,5,7,1610612765,DET,Detroit,18,14,8,18,0.0,12.0,5.0,,home
29600019,0,2,2,1610612741,CHI,Chicago,42,13,21,34,0.0,16.0,8.0,,home
29600016,0,0,2,1610612766,CHH,Charlotte,46,15,8,0,0.0,17.0,9.0,,home
29600021,0,10,1,1610612742,DAL,Dallas,36,17,20,3,1.0,20.0,7.0,18.0,home
29600022,0,0,2,1610612756,PHX,Phoenix,42,12,15,0,0.0,5.0,12.0,,home
29600020,0,4,2,1610612749,MIL,Milwaukee,56,24,26,36,2.0,12.0,5.0,,home
29600025,0,0,0,1610612766,CHH,Charlotte,28,24,5,0,2.0,25.0,11.0,,home
29600028,0,5,4,1610612763,VAN,Vancouver,52,13,13,2,0.0,15.0,4.0,,home
29600027,0,7,6,1610612747,LAL,Los Angeles,58,11,18,9,1.0,22.0,8.0,,home
29600026,0,4,3,1610612743,DEN,Denver,38,16,15,20,1.0,17.0,6.0,,home
29600030,0,0,2,1610612737,ATL,Atlanta,28,8,9,25,0.0,16.0,6.0,,home
29600040,0,15,5,1610612737,ATL,Atlanta,30,18,17,26,0.0,15.0,7.0,,home
29600034,0,4,2,1610612739,CLE,Cleveland,40,13,8,17,2.0,17.0,14.0,,home
29600031,0,5,7,1610612752,NYK,New York,34,18,16,7,0.0,14.0,9.0,,home
29600038,0,0,1,1610612744,GSW,Golden State,32,16,6,0,1.0,21.0,11.0,,home
29600039,0,2,6,1610612745,HOU,Houston,38,7,8,29,1.0,22.0,11.0,,home
29600037,0,11,5,1610612756,PHX,Phoenix,42,15,12,6,0.0,14.0,7.0,,home
29600042,0,4,8,1610612759,SAS,San Antonio,44,14,18,7,1.0,12.0,6.0,,home
29600044,0,8,8,1610612766,CHH,Charlotte,40,10,13,0,0.0,10.0,8.0,,home
29600043,0,4,5,1610612748,MIA,Miami,42,19,8,15,1.0,14.0,8.0,,home
29600041,0,2,3,1610612754,IND,Indiana,38,10,14,26,1.0,24.0,3.0,,home
29600046,0,0,1,1610612749,MIL,Milwaukee,52,15,24,21,0.0,21.0,10.0,,home
29600045,0,2,2,1610612742,DAL,Dallas,30,18,8,8,0.0,14.0,9.0,,home
29600049,0,2,1,1610612756,PHX,Phoenix,38,9,12,3,0.0,19.0,5.0,,home
29600051,0,10,10,1610612758,SAC,Sacramento,34,11,20,13,0.0,16.0,5.0,,home
29600047,0,10,18,1610612751,NJN,New Jersey,42,32,20,8,0.0,21.0,5.0,,home
29600048,0,16,15,1610612745,HOU,Houston,40,19,7,9,3.0,17.0,14.0,,home
29600057,0,1,3,1610612747,LAL,Los Angeles,48,25,19,2,0.0,13.0,17.0,,home
29600059,0,3,3,1610612765,DET,Detroit,22,11,0,5,0.0,14.0,7.0,0.0,home
29600053,0,8,9,1610612755,PHI,Philadelphia,52,17,19,12,1.0,18.0,20.0,,home
29600062,0,2,4,1610612752,NYK,New York,26,15,8,12,0.0,32.0,10.0,,home
29600055,0,9,7,1610612751,NJN,New Jersey,46,14,15,4,1.0,22.0,4.0,,home
29600054,0,1,2,1610612764,WAS,Washington,54,27,17,4,0.0,7.0,9.0,,home
29600056,0,4,8,1610612748,MIA,Miami,42,14,10,19,0.0,17.0,6.0,,home
29600058,0,2,3,1610612763,VAN,Vancouver,36,13,13,2,1.0,15.0,7.0,,home
29600065,0,20,10,1610612754,IND,Indiana,48,17,18,4,0.0,18.0,9.0,,home
29600064,0,11,8,1610612766,CHH,Charlotte,30,5,5,0,0.0,10.0,8.0,,home
29600066,0,6,7,1610612738,BOS,Boston,32,15,12,10,1.0,27.0,11.0,,home
29600063,0,0,0,1610612756,PHX,Phoenix,38,9,5,0,1.0,19.0,14.0,,home
29600068,0,12,14,1610612745,HOU,Houston,42,10,6,9,1.0,16.0,12.0,,home
29600074,0,13,8,1610612752,NYK,New York,46,13,15,24,0.0,17.0,8.0,,home
29600072,0,8,8,1610612747,LAL,Los Angeles,46,16,15,12,0.0,16.0,10.0,,home
29600070,0,15,2,1610612739,CLE,Cleveland,40,15,6,29,0.0,16.0,6.0,16.0,home
29600071,0,5,4,1610612750,MIN,Minnesota,20,11,2,7,0.0,15.0,9.0,,home
29600073,0,2,0,1610612759,SAS,San Antonio,42,7,9,1,0.0,10.0,7.0,,home
29600076,0,12,5,1610612741,CHI,Chicago,36,15,10,20,0.0,11.0,5.0,,home
29600075,0,1,1,1610612743,DEN,Denver,28,9,14,23,2.0,28.0,15.0,,home
29600084,0,6,2,1610612750,MIN,Minnesota,46,21,13,13,0.0,15.0,14.0,,home
29600086,0,12,13,1610612745,HOU,Houston,50,28,8,7,1.0,18.0,17.0,,home
29600088,0,1,2,1610612763,VAN,Vancouver,26,15,11,20,0.0,17.0,3.0,,home
29600085,0,3,1,1610612754,IND,Indiana,30,10,10,8,1.0,20.0,9.0,,home
29600081,0,1,3,1610612748,MIA,Miami,60,27,12,16,0.0,14.0,6.0,,home
29600083,0,9,13,1610612756,PHX,Phoenix,48,8,17,9,0.0,19.0,8.0,,home
29600087,0,10,9,1610612760,SEA,Seattle,70,13,16,20,0.0,9.0,14.0,,home
29600082,0,9,5,1610612739,CLE,Cleveland,26,14,6,7,0.0,18.0,7.0,,home
29600079,0,15,17,1610612755,PHI,Philadelphia,28,18,5,8,0.0,16.0,17.0,,home
29600092,0,3,6,1610612757,POR,Portland,32,14,4,4,0.0,21.0,11.0,,home
29600089,0,1,1,1610612738,BOS,Boston,44,6,30,27,3.0,25.0,5.0,,home
29600090,0,8,4,1610612751,NJN,New Jersey,52,19,8,5,0.0,31.0,4.0,,home
29600096,0,0,3,1610612762,UTA,Utah,46,11,7,39,0.0,16.0,12.0,,home
29600095,0,1,4,1610612759,SAS,San Antonio,46,17,19,20,2.0,22.0,7.0,,home
29600094,0,5,3,1610612748,MIA,Miami,28,6,6,2,0.0,15.0,8.0,,home
29600099,0,5,5,1610612742,DAL,Dallas,48,16,17,8,0.0,21.0,10.0,,home
29600103,0,8,3,1610612756,PHX,Phoenix,44,18,9,7,1.0,23.0,13.0,,home
29600101,0,4,2,1610612760,SEA,Seattle,38,10,10,16,0.0,16.0,6.0,,home
29600098,0,6,5,1610612766,CHH,Charlotte,38,12,9,0,0.0,12.0,5.0,,home
29600100,0,16,9,1610612754,IND,Indiana,28,14,8,9,0.0,18.0,8.0,,home
29600112,0,0,2,1610612746,LAC,Los Angeles,54,18,10,0,0.0,22.0,11.0,,home
29600105,0,3,9,1610612751,NJN,New Jersey,26,20,6,9,0.0,20.0,12.0,,home
29600111,0,15,9,1610612763,VAN,Vancouver,44,19,17,8,0.0,8.0,6.0,,home
29600107,0,0,1,1610612766,CHH,Charlotte,30,11,11,0,0.0,14.0,7.0,,home
29600106,0,8,5,1610612739,CLE,Cleveland,44,9,8,16,0.0,14.0,9.0,,home
29600113,0,5,2,1610612758,SAC,Sacramento,44,10,10,7,0.0,14.0,7.0,,home
29600110,0,1,3,1610612754,IND,Indiana,42,14,19,26,3.0,20.0,14.0,,home
29600114,0,11,9,1610612752,NYK,New York,32,8,10,5,0.0,27.0,9.0,0.0,home
29600117,0,10,6,1610612753,ORL,Orlando,36,24,11,11,0.0,19.0,6.0,,home
29600116,0,3,6,1610612764,WAS,Washington,56,15,13,14,0.0,9.0,5.0,,home
29600123,0,0,0,1610612760,SEA,Seattle,44,12,14,18,0.0,10.0,8.0,,home
29600122,0,2,7,1610612744,GSW,Golden State,56,14,31,3,1.0,18.0,3.0,,home
29600115,0,3,8,1610612743,DEN,Denver,34,17,5,3,2.0,18.0,14.0,,home
29600120,0,2,2,1610612737,ATL,Atlanta,34,9,5,1,1.0,13.0,12.0,,home
29600127,0,14,9,1610612746,LAC,Los Angeles,54,14,22,8,0.0,17.0,11.0,,home
29600128,0,4,5,1610612760,SEA,Seattle,42,10,20,15,1.0,15.0,11.0,,home
29600124,0,6,7,1610612754,IND,Indiana,22,6,16,7,1.0,10.0,5.0,,home
29600126,0,1,2,1610612747,LAL,Los Angeles,32,10,18,14,0.0,20.0,13.0,,home
29600137,0,8,7,1610612757,POR,Portland,40,23,9,10,0.0,9.0,7.0,,home
29600135,0,3,1,1610612743,DEN,Denver,36,16,14,2,0.0,24.0,7.0,,home
29600134,0,1,2,1610612745,HOU,Houston,54,13,22,36,0.0,15.0,8.0,,home
29600132,0,4,1,1610612739,CLE,Cleveland,24,14,9,12,1.0,14.0,6.0,,home
29600133,0,19,19,1610612749,MIL,Milwaukee,46,7,12,5,1.0,12.0,12.0,,home
29600131,0,2,1,1610612761,TOR,Toronto,20,24,29,1,2.0,22.0,12.0,,home
29600136,0,12,10,1610612744,GSW,Golden State,30,14,15,9,1.0,16.0,6.0,,home
29600138,0,5,1,1610612765,DET,Detroit,40,14,15,31,2.0,16.0,6.0,,home
29600140,0,11,13,1610612760,SEA,Seattle,44,17,19,16,1.0,22.0,14.0,,home
29600145,0,2,1,1610612763,VAN,Vancouver,24,9,8,11,0.0,22.0,6.0,,home
29600143,0,0,1,1610612756,PHX,Phoenix,46,19,10,0,1.0,17.0,13.0,,home
29600141,0,9,8,1610612766,CHH,Charlotte,42,16,10,0,0.0,17.0,12.0,,home
29600142,0,5,0,1610612746,LAC,Los Angeles,40,12,8,14,1.0,16.0,12.0,,home
29600144,0,8,11,1610612762,UTA,Utah,48,2,10,19,2.0,15.0,7.0,,home
29600139,0,15,6,1610612755,PHI,Philadelphia,18,18,12,5,0.0,22.0,8.0,,home
29600150,0,0,2,1610612749,MIL,Milwaukee,38,12,12,0,0.0,10.0,10.0,,home
29600148,0,1,4,1610612751,NJN,New Jersey,28,5,12,8,0.0,15.0,7.0,,home
29600151,0,1,0,1610612746,LAC,Los Angeles,42,20,13,8,1.0,14.0,6.0,,home
29600154,0,13,7,1610612762,UTA,Utah,48,18,11,11,0.0,22.0,9.0,,home
29600147,0,5,0,1610612761,TOR,Toronto,32,17,20,2,0.0,18.0,7.0,,home
29600155,0,8,4,1610612738,BOS,Boston,30,21,13,5,1.0,21.0,14.0,,home
29600157,0,6,5,1610612747,LAL,Los Angeles,46,16,11,15,0.0,18.0,4.0,,home
29600156,0,0,0,1610612764,WAS,Washington,54,15,19,21,0.0,23.0,10.0,,home
29600160,0,9,10,1610612755,PHI,Philadelphia,32,12,10,17,1.0,18.0,14.0,,home
29600165,0,11,13,1610612746,LAC,Los Angeles,42,14,12,8,0.0,14.0,13.0,,home
29600161,0,3,10,1610612766,CHH,Charlotte,24,7,10,0,0.0,11.0,9.0,0.0,home
29600168,0,0,0,1610612757,POR,Portland,52,17,13,40,2.0,23.0,12.0,,home
29600167,0,5,9,1610612745,HOU,Houston,48,17,8,9,2.0,15.0,13.0,,home
29600159,0,3,1,1610612742,DAL,Dallas,46,11,10,2,1.0,18.0,13.0,,home
29600166,0,8,11,1610612762,UTA,Utah,48,9,18,11,0.0,9.0,5.0,,home
29600164,0,10,3,1610612749,MIL,Milwaukee,48,20,14,12,0.0,17.0,11.0,,home
29600169,0,0,5,1610612738,BOS,Boston,32,8,15,25,0.0,21.0,12.0,,home
29600170,0,15,10,1610612752,NYK,New York,26,13,7,5,0.0,21.0,4.0,,home
29600174,0,1,4,1610612759,SAS,San Antonio,42,11,4,9,0.0,18.0,9.0,,home
29600171,0,8,4,1610612758,SAC,Sacramento,24,6,5,3,0.0,14.0,7.0,,home
29600178,0,1,4,1610612746,LAC,Los Angeles,30,17,2,11,2.0,16.0,8.0,,home
29600175,0,0,0,1610612764,WAS,Washington,36,7,16,24,1.0,14.0,10.0,,home
29600176,0,15,7,1610612753,ORL,Orlando,36,15,4,6,0.0,12.0,9.0,,home
29600177,0,0,0,1610612751,NJN,New Jersey,22,18,4,0,0.0,13.0,10.0,,home
29600186,0,10,4,1610612744,GSW,Golden State,42,16,6,7,0.0,14.0,7.0,,home
29600180,0,6,5,1610612760,SEA,Seattle,44,14,12,9,0.0,16.0,6.0,,home
29600179,0,14,9,1610612747,LAL,Los Angeles,44,21,11,12,2.0,20.0,12.0,,home
29600184,0,11,17,1610612745,HOU,Houston,46,15,12,4,0.0,17.0,11.0,,home
29600183,0,4,4,1610612759,SAS,San Antonio,40,23,9,2,3.0,14.0,13.0,,home
29600185,0,10,16,1610612756,PHX,Phoenix,40,16,19,3,0.0,12.0,8.0,,home
29600181,0,0,0,1610612763,VAN,Vancouver,36,10,6,0,2.0,13.0,4.0,,home
29600194,0,7,5,1610612743,DEN,Denver,26,8,10,36,1.0,20.0,6.0,,home
29600188,0,4,3,1610612737,ATL,Atlanta,42,4,9,11,1.0,11.0,5.0,0.0,home
29600189,0,13,10,1610612766,CHH,Charlotte,32,16,18,0,0.0,17.0,13.0,,home
29600191,0,2,1,1610612749,MIL,Milwaukee,30,6,6,18,1.0,14.0,8.0,,home
29600190,0,8,5,1610612763,VAN,Vancouver,26,14,4,7,3.0,10.0,11.0,,home
29600196,0,0,0,1610612748,MIA,Miami,50,10,14,28,1.0,17.0,3.0,,home
29600195,0,2,5,1610612751,NJN,New Jersey,34,18,10,4,0.0,12.0,12.0,,home
29600192,0,4,6,1610612750,MIN,Minnesota,36,20,12,2,2.0,18.0,15.0,,home
29600193,0,15,12,1610612759,SAS,San Antonio,60,10,24,4,0.0,11.0,7.0,,home
29600198,0,13,15,1610612751,NJN,New Jersey,50,24,2,9,1.0,9.0,13.0,,home
29600207,0,3,2,1610612757,POR,Portland,48,24,20,28,0.0,16.0,9.0,,home
29600203,0,11,11,1610612754,IND,Indiana,42,9,19,14,1.0,19.0,8.0,,home
29600205,0,9,6,1610612743,DEN,Denver,38,14,10,5,1.0,20.0,12.0,,home
29600206,0,6,2,1610612746,LAC,Los Angeles,34,10,4,3,1.0,18.0,5.0,,home
29600208,0,5,8,1610612756,PHX,Phoenix,38,12,6,6,1.0,19.0,2.0,,home
29600204,0,0,3,1610612742,DAL,Dallas,60,22,25,0,0.0,12.0,6.0,,home
29600200,0,0,0,1610612753,ORL,Orlando,48,18,14,0,0.0,16.0,6.0,,home
29600199,0,2,5,1610612745,HOU,Houston,48,15,10,31,0.0,19.0,10.0,,home
29600201,0,0,1,1610612737,ATL,Atlanta,36,18,2,34,0.0,18.0,6.0,,home
29600212,0,11,14,1610612738,BOS,Boston,28,13,6,3,1.0,9.0,6.0,,home
29600210,0,2,1,1610612755,PHI,Philadelphia,52,14,19,23,1.0,25.0,7.0,,home
29600217,0,10,6,1610612746,LAC,Los Angeles,46,22,14,10,0.0,25.0,13.0,,home
29600214,0,3,6,1610612749,MIL,Milwaukee,34,7,11,16,0.0,18.0,8.0,,home
29600213,0,0,2,1610612753,ORL,Orlando,24,13,3,16,0.0,26.0,7.0,0.0,home
29600209,0,9,3,1610612752,NYK,New York,64,23,10,14,1.0,10.0,8.0,,home
29600216,0,4,4,1610612759,SAS,San Antonio,50,13,12,10,1.0,17.0,8.0,,home
29600215,0,6,3,1610612750,MIN,Minnesota,28,14,4,11,1.0,19.0,8.0,,home
29600220,0,0,0,1610612757,POR,Portland,24,7,6,0,0.0,18.0,11.0,,home
29600219,0,0,0,1610612743,DEN,Denver,30,13,11,0,0.0,18.0,8.0,,home
29600218,0,3,5,1610612758,SAC,Sacramento,26,6,10,2,1.0,14.0,8.0,,home
29600224,0,0,2,1610612766,CHH,Charlotte,26,16,6,0,0.0,16.0,8.0,,home
29600222,0,15,13,1610612753,ORL,Orlando,46,19,18,9,2.0,21.0,10.0,,home
29600223,0,1,1,1610612745,HOU,Houston,40,7,10,8,1.0,16.0,11.0,,home
29600233,0,3,6,1610612757,POR,Portland,46,23,4,2,1.0,16.0,15.0,,home
29600232,0,1,2,1610612743,DEN,Denver,30,22,10,2,1.0,19.0,12.0,,home
29600227,0,1,1,1610612739,CLE,Cleveland,46,10,15,25,0.0,10.0,6.0,,home
29600225,0,0,1,1610612748,MIA,Miami,26,23,7,24,2.0,23.0,10.0,,home
29600231,0,5,10,1610612747,LAL,Los Angeles,48,17,11,9,1.0,13.0,13.0,,home
29600230,0,7,7,1610612746,LAC,Los Angeles,36,10,14,7,2.0,14.0,12.0,,home
29600229,0,3,1,1610612758,SAC,Sacramento,42,20,10,11,0.0,9.0,15.0,,home
29600237,0,12,5,1610612737,ATL,Atlanta,28,10,13,6,0.0,10.0,10.0,,home
29600238,0,15,15,1610612745,HOU,Houston,52,25,14,9,0.0,25.0,12.0,,home
29600242,0,1,2,1610612754,IND,Indiana,46,18,15,47,2.0,16.0,8.0,,home
29600236,0,4,3,1610612748,MIA,Miami,36,11,8,26,1.0,18.0,10.0,,home
29600235,0,0,0,1610612739,CLE,Cleveland,34,13,8,28,2.0,16.0,8.0,,home
29600234,0,17,18,1610612752,NYK,New York,34,10,13,8,0.0,17.0,17.0,,home
29600240,0,6,7,1610612747,LAL,Los Angeles,30,20,2,3,0.0,14.0,11.0,,home
29600239,0,11,9,1610612755,PHI,Philadelphia,48,11,17,4,0.0,16.0,11.0,,home
29600241,0,1,0,1610612756,PHX,Phoenix,42,16,27,31,0.0,16.0,13.0,,home
29600244,0,2,2,1610612746,LAC,Los Angeles,40,23,6,3,1.0,19.0,4.0,,home
29600246,0,9,9,1610612743,DEN,Denver,18,0,0,6,0.0,12.0,9.0,,home
29600245,0,16,16,1610612742,DAL,Dallas,54,12,23,9,0.0,9.0,11.0,,home
29600249,0,9,4,1610612748,MIA,Miami,32,16,4,11,0.0,16.0,8.0,,home
29600251,0,13,8,1610612759,SAS,San Antonio,54,13,12,5,1.0,13.0,8.0,,home
29600252,0,8,2,1610612762,UTA,Utah,36,12,19,12,0.0,12.0,4.0,,home
29600248,0,11,11,1610612738,BOS,Boston,70,16,22,18,0.0,16.0,13.0,0.0,home
29600254,0,13,10,1610612744,GSW,Golden State,30,10,8,3,2.0,17.0,10.0,,home
29600250,0,7,11,1610612765,DET,Detroit,36,2,9,12,0.0,6.0,8.0,,home
29600255,0,8,4,1610612756,PHX,Phoenix,40,10,14,13,0.0,23.0,9.0,,home
29600263,0,6,4,1610612745,HOU,Houston,46,11,22,19,1.0,15.0,11.0,,home
29600257,0,2,2,1610612746,LAC,Los Angeles,34,10,9,7,3.0,15.0,17.0,,home
29600260,0,8,4,1610612737,ATL,Atlanta,52,10,6,26,0.0,19.0,13.0,,home
29600261,0,9,12,1610612741,CHI,Chicago,18,4,3,4,1.0,11.0,5.0,,home
29600262,0,7,11,1610612742,DAL,Dallas,48,7,16,16,1.0,20.0,8.0,,home
29600258,0,5,4,1610612751,NJN,New Jersey,32,10,4,6,0.0,20.0,9.0,,home
29600270,0,0,0,1610612747,LAL,Los Angeles,58,15,11,29,0.0,18.0,6.0,,home
29600267,0,13,6,1610612746,LAC,Los Angeles,22,11,6,5,1.0,17.0,11.0,,home
29600268,0,8,4,1610612749,MIL,Milwaukee,66,26,24,14,2.0,18.0,11.0,,home
29600266,0,13,12,1610612761,TOR,Toronto,46,14,19,9,0.0,14.0,13.0,,home
29600272,0,0,0,1610612753,ORL,Orlando,28,2,9,0,0.0,19.0,3.0,,home
29600271,0,10,6,1610612744,GSW,Golden State,54,12,8,29,2.0,17.0,4.0,,home
29600269,0,0,0,1610612756,PHX,Phoenix,34,20,21,25,1.0,15.0,10.0,,home
29600273,0,5,4,1610612755,PHI,Philadelphia,44,14,12,2,0.0,20.0,7.0,,home
29600274,0,8,5,1610612763,VAN,Vancouver,42,11,21,15,1.0,18.0,5.0,,home
29600279,0,5,1,1610612765,DET,Detroit,24,11,4,11,0.0,6.0,8.0,,home
29600281,0,6,1,1610612762,UTA,Utah,40,13,15,27,0.0,19.0,9.0,,home
29600283,0,10,8,1610612742,DAL,Dallas,44,14,10,11,0.0,13.0,9.0,,home
29600275,0,3,4,1610612764,WAS,Washington,30,8,12,6,0.0,21.0,13.0,,home
29600284,0,4,4,1610612758,SAC,Sacramento,32,6,12,5,1.0,19.0,8.0,,home
29600280,0,9,11,1610612745,HOU,Houston,62,8,20,8,1.0,15.0,16.0,,home
29600278,0,5,5,1610612739,CLE,Cleveland,38,4,9,3,2.0,14.0,9.0,,home
29600287,0,11,3,1610612751,NJN,New Jersey,42,16,18,19,0.0,21.0,3.0,,home
29600290,0,9,10,1610612766,CHH,Charlotte,48,16,12,0,0.0,18.0,13.0,,home
29600291,0,6,7,1610612750,MIN,Minnesota,38,13,5,2,1.0,19.0,9.0,,home
29600298,0,1,2,1610612758,SAC,Sacramento,32,12,14,19,1.0,17.0,8.0,,home
29600294,0,11,6,1610612749,MIL,Milwaukee,28,10,16,9,2.0,18.0,10.0,,home
29600293,0,17,3,1610612752,NYK,New York,44,20,15,23,1.0,22.0,6.0,,home
29600299,0,2,3,1610612757,POR,Portland,50,18,14,23,1.0,17.0,11.0,,home
29600296,0,10,5,1610612756,PHX,Phoenix,26,11,11,11,1.0,20.0,3.0,,home
29600301,0,12,7,1610612743,DEN,Denver,26,13,13,11,2.0,17.0,12.0,,home
29600303,0,10,10,1610612744,GSW,Golden State,30,14,5,8,0.0,22.0,4.0,,home
29600302,0,12,6,1610612766,CHH,Charlotte,54,17,6,0,1.0,12.0,11.0,,home
29600307,0,4,4,1610612763,VAN,Vancouver,54,23,6,13,1.0,12.0,13.0,,home
29600300,0,0,1,1610612751,NJN,New Jersey,44,13,19,0,0.0,19.0,5.0,,home
29600305,0,14,13,1610612750,MIN,Minnesota,34,18,6,7,1.0,13.0,5.0,,home
29600310,0,2,0,1610612737,ATL,Atlanta,48,11,11,27,0.0,11.0,7.0,,home
29600308,0,14,10,1610612743,DEN,Denver,22,12,2,9,4.0,15.0,9.0,,home
29600311,0,15,13,1610612741,CHI,Chicago,26,12,10,5,1.0,11.0,7.0,,home
29600315,0,0,1,1610612753,ORL,Orlando,24,11,2,0,2.0,17.0,6.0,,home
29600317,0,1,0,1610612745,HOU,Houston,36,15,13,18,0.0,17.0,10.0,,home
29600313,0,1,0,1610612750,MIN,Minnesota,18,12,0,10,0.0,12.0,13.0,,home
29600309,0,4,1,1610612748,MIA,Miami,40,16,9,14,1.0,18.0,11.0,,home
29600312,0,9,2,1610612751,NJN,New Jersey,52,21,28,5,0.0,14.0,7.0,,home
29600319,0,1,1,1610612756,PHX,Phoenix,50,12,27,21,0.0,11.0,5.0,,home
29600318,0,6,6,1610612765,DET,Detroit,40,6,10,17,1.0,16.0,10.0,,home
29600321,0,12,8,1610612757,POR,Portland,42,11,12,5,1.0,12.0,11.0,,home
29600320,0,14,8,1610612764,WAS,Washington,48,5,12,17,0.0,18.0,7.0,,home
29600325,0,15,9,1610612758,SAC,Sacramento,46,9,10,2,3.0,18.0,8.0,,home
29600322,0,2,3,1610612749,MIL,Milwaukee,50,27,11,16,0.0,19.0,8.0,,home
29600324,0,17,5,1610612746,LAC,Los Angeles,58,13,14,9,1.0,12.0,6.0,,home
29600329,0,8,3,1610612748,MIA,Miami,42,17,7,2,1.0,20.0,8.0,,home
29600331,0,2,5,1610612737,ATL,Atlanta,26,13,14,38,0.0,15.0,9.0,,home
29600330,0,1,9,1610612741,CHI,Chicago,40,20,5,6,0.0,12.0,6.0,,home
29600328,0,10,7,1610612755,PHI,Philadelphia,56,24,8,10,1.0,17.0,12.0,,home
29600326,0,6,14,1610612762,UTA,Utah,32,14,4,6,2.0,18.0,11.0,,home
29600327,0,3,0,1610612751,NJN,New Jersey,50,21,14,2,1.0,11.0,10.0,,home
29600338,0,1,0,1610612758,SAC,Sacramento,30,16,6,5,0.0,12.0,8.0,,home
29600336,0,6,2,1610612752,NYK,New York,34,11,13,4,0.0,23.0,3.0,,home
29600337,0,7,6,1610612747,LAL,Los Angeles,56,8,19,8,0.0,17.0,8.0,,home
29600340,0,1,2,1610612744,GSW,Golden State,52,16,16,29,1.0,16.0,12.0,,home
29600334,0,18,11,1610612753,ORL,Orlando,36,12,7,11,2.0,19.0,5.0,,home
29600335,0,7,7,1610612751,NJN,New Jersey,28,16,9,11,1.0,19.0,13.0,,home
29600346,0,3,3,1610612746,LAC,Los Angeles,42,6,14,2,0.0,21.0,4.0,,home
29600342,0,10,11,1610612748,MIA,Miami,48,12,12,12,1.0,18.0,12.0,,home
29600345,0,5,5,1610612745,HOU,Houston,40,16,13,13,1.0,16.0,10.0,,home
29600344,0,9,9,1610612761,TOR,Toronto,50,16,29,11,0.0,10.0,8.0,,home
29600347,0,7,4,1610612750,MIN,Minnesota,30,16,13,3,0.0,13.0,9.0,,home
29600343,0,1,3,1610612766,CHH,Charlotte,26,11,6,0,0.0,14.0,11.0,,home
29600354,0,0,2,1610612763,VAN,Vancouver,38,6,23,0,2.0,11.0,10.0,,home
29600350,0,5,4,1610612762,UTA,Utah,40,5,19,7,2.0,16.0,7.0,,home
29600353,0,4,6,1610612765,DET,Detroit,32,26,12,11,1.0,14.0,8.0,,home
29600352,0,4,7,1610612739,CLE,Cleveland,40,7,19,21,0.0,16.0,6.0,,home
29600355,0,2,2,1610612742,DAL,Dallas,28,8,9,1,2.0,14.0,11.0,,home
29600356,0,5,7,1610612760,SEA,Seattle,42,12,17,26,1.0,21.0,8.0,,home
29600359,0,18,6,1610612755,PHI,Philadelphia,50,16,14,7,0.0,22.0,12.0,,home
29600362,0,6,7,1610612747,LAL,Los Angeles,36,17,12,7,1.0,21.0,10.0,,home
29600361,0,0,1,1610612749,MIL,Milwaukee,46,22,24,19,0.0,14.0,7.0,,home
29600363,0,8,4,1610612745,HOU,Houston,34,11,5,3,1.0,16.0,9.0,,home
29600357,0,4,1,1610612765,DET,Detroit,28,7,8,2,0.0,15.0,10.0,,home
29600360,0,9,6,1610612737,ATL,Atlanta,34,21,2,6,1.0,10.0,4.0,,home
29600366,0,6,10,1610612766,CHH,Charlotte,48,20,14,0,1.0,16.0,7.0,,home
29600367,0,17,12,1610612739,CLE,Cleveland,34,13,15,10,1.0,17.0,4.0,,home
29600371,0,4,2,1610612764,WAS,Washington,42,15,10,11,0.0,11.0,5.0,,home
29600368,0,2,2,1610612761,TOR,Toronto,42,18,12,2,0.0,15.0,12.0,,home
29600374,0,1,3,1610612741,CHI,Chicago,46,20,22,34,1.0,12.0,7.0,,home
29600375,0,9,4,1610612750,MIN,Minnesota,32,7,19,12,0.0,10.0,3.0,,home
29600380,0,3,4,1610612764,WAS,Washington,60,16,13,28,2.0,18.0,11.0,,home
